Reviews ID,reviews,,,,,,,,,,,,,,,,
575,Entry fee is very high,,,,,,,,,,,,,,,,
576,I think it's great history and nature,,,,,,,,,,,,,,,,
577,I advise,,,,,,,,,,,,,,,,
578,"The historical city in Dalyan is still being excavated, must be seen",,,,,,,,,,,,,,,,
579,Make sure to stop by the must-see places,,,,,,,,,,,,,,,,
580,"Witnessing history, the city was built in a magnificent place",,,,,,,,,,,,,,,,
581,An ancient city with a great view,,,,,,,,,,,,,,,,
582,"Definitely visit, especially in the evening it's perfect towards sunset",,,,,,,,,,,,,,,,
583,One of our historical places whose importance we cannot understand I recommend everyone to see it,,,,,,,,,,,,,,,,
584,Interesting historical place,,,,,,,,,,,,,,,,
585,The location is outstanding,,,,,,,,,,,,,,,,
586,A must see,,,,,,,,,,,,,,,,
587,Excellent history until the river crosses the magnificent nature,,,,,,,,,,,,,,,,
588,Great city must see,,,,,,,,,,,,,,,,
589,It's not worth walking around in this heat,,,,,,,,,,,,,,,,
590,I can say that it is the most beautiful ancient port I have ever seen,,,,,,,,,,,,,,,,
591,"An ancient city that should be visited in Dalyan, where excavations continue",,,,,,,,,,,,,,,,
592,"It was nice but very very hot, shadows can be made",,,,,,,,,,,,,,,,
593,"The officers are uninterested and ignorant, but also arrogant",,,,,,,,,,,,,,,,
594,Must see,,,,,,,,,,,,,,,,
595,What a magnificent place I got goosebumps when I entered itunfortunately we don't know its valuewe live in a beautiful geography,,,,,,,,,,,,,,,,
596,There are many well-preserved artifacts,,,,,,,,,,,,,,,,
597,A must see if you're into past settled life,,,,,,,,,,,,,,,,
598,"Historical ruins, city of civilization",,,,,,,,,,,,,,,,
599,It takes a lot of investment,,,,,,,,,,,,,,,,
600,A nice place,,,,,,,,,,,,,,,,
601,You can reach it by walking a little There isn't much to see,,,,,,,,,,,,,,,,
602,"The places to go and visit are great, be sure to stop by",,,,,,,,,,,,,,,,
603,A great place,,,,,,,,,,,,,,,,
604,"It was very nice, I recommend everyone to go and see it",,,,,,,,,,,,,,,,
605,One of the must see places,,,,,,,,,,,,,,,,
606,Definitely must see,,,,,,,,,,,,,,,,
607,Nothing too notable,,,,,,,,,,,,,,,,
608,Their paths were left in very bad donkeys and they were neglected,,,,,,,,,,,,,,,,
609,A great place,,,,,,,,,,,,,,,,
610,"It is a beautiful place, those who take a vacation on that route should stop by",,,,,,,,,,,,,,,,
611,It is enough to spare an hour while you are in Dalyan,,,,,,,,,,,,,,,,
612,Enormous Works,,,,,,,,,,,,,,,,
613,Nice place ideal for walking,,,,,,,,,,,,,,,,
614,"If you happen to be in Dalyan, be sure to stop by",,,,,,,,,,,,,,,,
615,A difficult but interesting place to visit in the heat,,,,,,,,,,,,,,,,
616,No one goes and that's why the staff don't even bother and clean,,,,,,,,,,,,,,,,
617,There is not much information writing More work needs to be done I wandered around without learning the history,,,,,,,,,,,,,,,,
618,historical rock tombs and unique dalyan canal,,,,,,,,,,,,,,,,
619,"History, the sea, Dalyan, the beauty of nature, what else",,,,,,,,,,,,,,,,
620,Historical place in Dalyan Çandır village,,,,,,,,,,,,,,,,
621,part of Dalyan must go and see,,,,,,,,,,,,,,,,
622,"No silent people, historical place",,,,,,,,,,,,,,,,
623,"The ancient city is beautiful, but the business is poor",,,,,,,,,,,,,,,,
624,It's a place I can't get enough of looking beautiful people stare and wonder,,,,,,,,,,,,,,,,
625,Slowly wander without haste and stay alone with nature,,,,,,,,,,,,,,,,
626,"It's very nice, it's very old, we went to 2018",,,,,,,,,,,,,,,,
627,It was beautiful,,,,,,,,,,,,,,,,
628,The wiew is wonderful,,,,,,,,,,,,,,,,
629,a place worth seeing,,,,,,,,,,,,,,,,
630,A fascinating city where you will witness thousands of years ago,,,,,,,,,,,,,,,,
631,Absolutely amazing place,,,,,,,,,,,,,,,,
632,It is admirable that such a structure was built in its time,,,,,,,,,,,,,,,,
633,It will be better if it is not far by road,,,,,,,,,,,,,,,,
634,I think there are some good things bad but still good,,,,,,,,,,,,,,,,
635,A very beautiful historical place,,,,,,,,,,,,,,,,
636,beautiful historical place,,,,,,,,,,,,,,,,
637,One of the sights of the ancient greek city,,,,,,,,,,,,,,,,
638,Places to visit,,,,,,,,,,,,,,,,
639,Must visit in terms of disaster history,,,,,,,,,,,,,,,,
640,Beatiful I love it I want to go again,,,,,,,,,,,,,,,,
641,There are many historical sites,,,,,,,,,,,,,,,,
642,A place worth seeing,,,,,,,,,,,,,,,,
643,Must see,,,,,,,,,,,,,,,,
644,It hasn't been repaired enough yet In a bit of ruin,,,,,,,,,,,,,,,,
645,"Close to nature, difficult to reach",,,,,,,,,,,,,,,,
646,"Super landscape, nature and history",,,,,,,,,,,,,,,,
647,Mysterious place but now closed,,,,,,,,,,,,,,,,
648,It was a place far below my expectation,,,,,,,,,,,,,,,,
649,A very beautiful ancient city,,,,,,,,,,,,,,,,
650,"It's worth going and seeing, but it's a bit messy inside",,,,,,,,,,,,,,,,
651,It can be designed and developed much more,,,,,,,,,,,,,,,,
652,"It's not a big deal, it may not be drawn in the heat",,,,,,,,,,,,,,,,
653,It would be better if it was restored,,,,,,,,,,,,,,,,
654,charming place,,,,,,,,,,,,,,,,
655,It was nice You can go and see it,,,,,,,,,,,,,,,,
656,"Journey to the past, awesome place",,,,,,,,,,,,,,,,
657,magnificently beautiful,,,,,,,,,,,,,,,,
658,We love it so much we go every day as a family,,,,,,,,,,,,,,,,
659,A must see ancient city but,,,,,,,,,,,,,,,,
660,your trip,,,,,,,,,,,,,,,,
661,It is enough to watch from afar,,,,,,,,,,,,,,,,
662,"If you have been to Dalyan, you need to visit",,,,,,,,,,,,,,,,
663,See the skills and perseverance of people in the past,,,,,,,,,,,,,,,,
664,It looks very neglected to me,,,,,,,,,,,,,,,,
665,Every corner of my country has been popular for centuries,,,,,,,,,,,,,,,,
666,"If you've been to the king's tomb, you should definitely stop by",,,,,,,,,,,,,,,,
667,nirvana in places to visit,,,,,,,,,,,,,,,,
668,Its stone and soil smells of history,,,,,,,,,,,,,,,,
669,worth coming,,,,,,,,,,,,,,,,
670,Insufficient information and direction,,,,,,,,,,,,,,,,
671,I recommend everyone to visit,,,,,,,,,,,,,,,,
672,It is necessary to visit,,,,,,,,,,,,,,,,
673,It's worth to be seen,,,,,,,,,,,,,,,,
674,Must visit while in Dalyan,,,,,,,,,,,,,,,,
675,"If it's on your way, be sure to stop by",,,,,,,,,,,,,,,,
676,"Pearl of Dalyan, ancient city",,,,,,,,,,,,,,,,
677,hidden place,,,,,,,,,,,,,,,,
678,Well preserved ancient city,,,,,,,,,,,,,,,,
679,It's worth to be seen,,,,,,,,,,,,,,,,
680,Worth seeing Very nice,,,,,,,,,,,,,,,,
681,Very good,,,,,,,,,,,,,,,,
682,"I RECOMMEND YOU TO COME IN HISTORY, THE SEA IS BEAUTIFUL",,,,,,,,,,,,,,,,
683,Incredible,,,,,,,,,,,,,,,,
684,Mysterious place perfect,,,,,,,,,,,,,,,,
685,Legend definitely go see it,,,,,,,,,,,,,,,,
686,Excellent,,,,,,,,,,,,,,,,
687,It's worth visiting,,,,,,,,,,,,,,,,
688,Restoration work still unfinished,,,,,,,,,,,,,,,,
689,It's worth to be seen,,,,,,,,,,,,,,,,
690,Imposing,,,,,,,,,,,,,,,,
691,unfortunately neglected,,,,,,,,,,,,,,,,
692,Super,,,,,,,,,,,,,,,,
693,very nice,,,,,,,,,,,,,,,,
694,We couldn't go There is no vehicle,,,,,,,,,,,,,,,,
695,nice place to visit,,,,,,,,,,,,,,,,
696,Not worth your time,,,,,,,,,,,,,,,,
697,Wonderful,,,,,,,,,,,,,,,,
698,Beautiful,,,,,,,,,,,,,,,,
699,old very old,,,,,,,,,,,,,,,,
700,Wonderful,,,,,,,,,,,,,,,,
701,must see,,,,,,,,,,,,,,,,
702,Amphitheater of rare beauty,,,,,,,,,,,,,,,,
703,Simply gorgeous,,,,,,,,,,,,,,,,
704,A great place,,,,,,,,,,,,,,,,
705,good morning my baby,,,,,,,,,,,,,,,,
706,must see,,,,,,,,,,,,,,,,
707,You must see,,,,,,,,,,,,,,,,
708,You won't regret it when you go,,,,,,,,,,,,,,,,
709,Wonderful,,,,,,,,,,,,,,,,
710,The accent looks great,,,,,,,,,,,,,,,,
711,I don't give money for nothing,,,,,,,,,,,,,,,,
712,no words to say,,,,,,,,,,,,,,,,
713,Should be seen,,,,,,,,,,,,,,,,
714,we love these places,,,,,,,,,,,,,,,,
715,"to see, very beautiful",,,,,,,,,,,,,,,,
716,Date and time,,,,,,,,,,,,,,,,
717,Staff is very sweet,,,,,,,,,,,,,,,,
718,Everyone should go and see,,,,,,,,,,,,,,,,
719,Please don't let the Turks come,,,,,,,,,,,,,,,,
720,it was great,,,,,,,,,,,,,,,,
721,History's gift to us,,,,,,,,,,,,,,,,
722,A very nice place,,,,,,,,,,,,,,,,
723,Wonderful,,,,,,,,,,,,,,,,
724,Breathtaking,,,,,,,,,,,,,,,,
725,Excellent,,,,,,,,,,,,,,,,
726,amazing place,,,,,,,,,,,,,,,,
727,I work there,,,,,,,,,,,,,,,,
728,It's a wonderful place,,,,,,,,,,,,,,,,
729,A dream place,,,,,,,,,,,,,,,,
730,Perfect place,,,,,,,,,,,,,,,,
731,the garden of history,,,,,,,,,,,,,,,,
732,Mite,,,,,,,,,,,,,,,,
733,Amazing go and see,,,,,,,,,,,,,,,,
734,scenic,,,,,,,,,,,,,,,,
735,it was nice,,,,,,,,,,,,,,,,
736,Excellent,,,,,,,,,,,,,,,,
737,A very nice place,,,,,,,,,,,,,,,,
738,"History, nature",,,,,,,,,,,,,,,,
739,Wonderful,,,,,,,,,,,,,,,,
740,Wonderful,,,,,,,,,,,,,,,,
741,Excellent,,,,,,,,,,,,,,,,
742,Excellent,,,,,,,,,,,,,,,,
743,Wonderful,,,,,,,,,,,,,,,,
744,a little careless,,,,,,,,,,,,,,,,
745,The place to go,,,,,,,,,,,,,,,,
746,Excellent,,,,,,,,,,,,,,,,
747,Wonderful,,,,,,,,,,,,,,,,
748,Wonderful,,,,,,,,,,,,,,,,
749,Wonderful,,,,,,,,,,,,,,,,
750,Wonderful,,,,,,,,,,,,,,,,
751,Good for history buffs,,,,,,,,,,,,,,,,
752,Wonderful,,,,,,,,,,,,,,,,
753,Must see,,,,,,,,,,,,,,,,
754,See,,,,,,,,,,,,,,,,
